"pantalla","resolución","tipo","etiqueta accesible","texto visible","placeholder","deshabilitado","origen del texto","captura"
"tarjeta-ARZUA PRO-rellena","1280×720","button","Univers 280","Univers 280","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","combobox","Lacado","Blanco","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","button","No","No","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","button","Sí","Sí","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","combobox","Dispositivo","Máq. interior","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","combobox","Lado máquina","M.F. derecha","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","combobox","Altura manivela","150","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","combobox","Colocación","Frontal","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","combobox","Tipo de pared","No indicada","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","input","Obs. estructura, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","button","Eliminar obs. estructura, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","input","Observaciones de tela del pedido, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","button","Eliminar observaciones de tela del pedido, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","tab","Estructuras1","Estructuras1","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","tab","Telas1","Telas1","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","tab","Reserva RPS13","Reserva RPS13","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","button","AArzúa ProOF 0230194","AArzúa ProOF 0230194","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-ARZUA PRO-rellena","1280×720","button","Editar despiece","Editar despiece","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-arzua-pro-rellena.png"
"tarjeta-GALICIA-vacia","1280×720","button","Pedido","Pedido","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Parámetros","Parámetros","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Revisión","Revisión","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Configuración","Configuración","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Limpiar","Limpiar","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Vista previa","Vista previa","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Guardar para revisión","Guardar para revisión","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","input","Pedido","","AR26xxxxx","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","input","Cliente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","input","Fecha","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","combobox","Técnico","Sin asignar","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","combobox","Revisión","Sin asignar","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Obtener datos del pedido","Obtener datos del pedido","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","combobox","Referencia","","Código, color o nombre aproximado…","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","input","Por toldo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Añadir toldoElegir modelo","Añadir toldoElegir modelo","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Modificar reglas del modelo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Duplicar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Eliminar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","input","OF","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","input","Frente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","combobox","Salida","Elegir…","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","input","Bamba (cm)","","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","combobox","Dibujo de confección","Automático","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","2","2","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","3","3","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Evo 80","Evo 80","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Univers 280","Univers 280","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","combobox","Lacado","Elegir…","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","No","No","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Sí","Sí","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","combobox","Dispositivo","Elegir…","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","combobox","Colocación","Elegir…","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","combobox","Tipo de pared","No indicada","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","input","Obs. estructura, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Eliminar obs. estructura, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Añadir línea","Añadir línea","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","input","Observaciones de tela del pedido, línea 1","","Escribe una observación","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","button","Eliminar observaciones de tela del pedido, línea 1","","","sí","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","tab","Estructuras0","Estructuras0","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","tab","Telas0","Telas0","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-vacia","1280×720","tab","Reserva RPS0","Reserva RPS0","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-vacia.png"
"tarjeta-GALICIA-rellena","1280×720","button","Pedido","Pedido","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Parámetros","Parámetros","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Revisión","Revisión","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Configuración","Configuración","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Limpiar","Limpiar","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Vista previa","Vista previa","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Guardar para revisión","Guardar para revisión","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","input","Pedido","","AR26xxxxx","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","input","Cliente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","input","Fecha","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","combobox","Técnico","Sin asignar","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","combobox","Revisión","Sin asignar","","no","src/client/App.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Obtener datos del pedido","Obtener datos del pedido","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","combobox","Referencia","","Código, color o nombre aproximado…","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Borrar referencia","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","input","Por toldo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Añadir toldoElegir modelo","Añadir toldoElegir modelo","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","Añadir trabajo de telaCambio, cortina, enrollable, bamba o Antica","","no","src/client/App.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Modificar reglas del modelo","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Duplicar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Eliminar","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","input","OF","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","input","Frente","","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","combobox","Salida","150","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","input","Bamba (cm)","","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","combobox","Dibujo de confección","Automático","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","2","2","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","3","3","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Evo 80","Evo 80","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","button","Univers 280","Univers 280","","no","src/client/components/AwningColumn.tsx / OrderView.tsx","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
"tarjeta-GALICIA-rellena","1280×720","combobox","Lacado","Blanco","","no","src/client/components/AwningColumn.tsx + controlLabels.ts / modelBehavior.js","tmp/ui-audit/shots/ui-1280x720-tarjeta-galicia-rellena.png"
